CIRCOSCRIZIONE,COMUNE,ELETTORI,ELETTORI_MASCHI,VOTANTI,VOTANTI_MASCHI,SCHEDE_BIANCHE,CASAPOUND ITALIA,IL POPOLO DELLA FAMIGLIA,NOI CON L'ITALIA - UDC,LEGA,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,+EUROPA,PARTITO DEMOCRATICO,ITALIA EUROPA INSIEME,CIVICA POPOLARE LORENZIN,LIBERI E UGUALI,PARTITO VALORE UMANO,POTERE AL POPOLO!,MOVIMENTO 5 STELLE,ITALIA AGLI ITALIANI,PARTITO REPUBBLICANO ITALIANO - ALA,10 VOLTE MEGLIO,PER UNA SINISTRA RIVOLUZIONARIA,GRANDE NORD,BLOCCO NAZIONALE PER LE LIBERTA',ITALIA NEL CUORE,RINASCIMENTO MIR,LISTA DEL POPOLO PER LA COSTITUZIONE,PATTO PER L'AUTONOMIA,SIAMO,PARTITO COMUNISTA,AUTODETERMINATZIONE,SVP - PATT,PD-UV-UVP-EPAV,POUR TOUS PER TUTTI PE TCHEUT,FI -FRAT. D'IT. -MOV.NUOVA VALLE D'AOSTA,RISPOSTA CIVICA,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
PIEMONTE 1,PANCALIERI,1483,709,1168,573,15,12,4,6,347,187,48,16,180,2,10,10,1,6,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,208,50.34246575342466,17.80821917808219
PIEMONTE 1,PECETTO TORINESE,3169,1555,2591,1289,17,9,16,22,499,369,111,225,564,17,13,87,7,21,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,819,38.633732149749136,31.609417213431108
PIEMONTE 1,PIOBESI TORINESE,2999,1478,2452,1220,19,22,31,14,440,311,69,111,469,10,6,66,8,24,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,596,34.01305057096248,24.306688417618272
PIEMONTE 1,POIRINO,8095,4030,6313,3188,49,59,44,30,1526,827,217,178,1004,10,23,150,11,31,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,1215,41.184856645018215,19.246000316806587
PIEMONTE 1,PRALORMO,1470,723,1140,574,11,8,36,11,272,170,57,17,209,1,8,20,1,6,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,235,44.73684210526316,20.614035087719298
PIEMONTE 1,SANTENA,8287,4034,6413,3235,51,52,45,68,1191,871,170,193,1165,16,20,183,26,61,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,1394,35.86464992983004,21.73709652268829
PIEMONTE 1,SCALENGHE,2634,1335,2038,1062,34,15,11,7,553,297,57,32,277,9,7,52,7,9,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,325,44.84789008832188,15.947006869479882
PIEMONTE 1,TROFARELLO,8699,4185,7016,3470,45,58,37,42,1261,656,226,298,1422,33,21,253,17,94,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,1774,31.143101482326113,25.285062713797036
PIEMONTE 1,VIGONE,4171,2043,3086,1539,45,20,11,16,775,528,145,104,384,10,4,59,8,23,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,502,47.4400518470512,16.26701231367466
PIEMONTE 1,VILLASTELLONE,3665,1801,2899,1457,35,38,16,13,433,276,112,125,622,2,2,89,4,31,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,751,28.768540876164195,25.905484649879266
PIEMONTE 1,VINOVO,11975,5854,9474,4710,69,83,57,31,1640,1152,323,344,1814,32,31,240,15,59,2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146,2221,33.20667088874815,23.443107451973823
PIEMONTE 1,VIRLE PIEMONTE,920,465,705,372,6,7,1,4,223,74,18,20,119,2,2,22,1,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,143,45.248226950354606,20.28368794326241
PIEMONTE 1,VOLVERA,6785,3351,5347,2676,35,86,32,17,903,598,152,107,838,15,8,147,19,32,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670,968,31.232466803815225,18.10360950065457
PIEMONTE 1,ALMESE,5174,2506,4067,1997,34,30,34,9,636,438,151,148,661,10,8,141,21,59,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,827,30.341775264322596,20.33439881976887
PIEMONTE 1,ANGROGNA,714,371,476,244,9,1,0,2,71,43,7,23,81,0,2,43,5,26,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,106,25.840336134453786,22.268907563025213
PIEMONTE 1,AVIGLIANA,9853,4818,7707,3823,41,66,52,33,1300,957,240,258,1370,34,22,265,39,128,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,1684,32.82729985727261,21.850265991955364
PIEMONTE 1,BARDONECCHIA,2425,1211,1847,975,18,61,0,20,509,279,109,82,284,10,6,40,1,7,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,382,49.64807796426638,20.682187330806716
PIEMONTE 1,BIBIANA,2563,1268,1990,1014,26,23,7,14,512,308,57,46,280,5,9,60,8,18,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,340,44.77386934673367,17.08542713567839
PIEMONTE 1,BOBBIO PELLICE,435,200,317,148,5,3,2,1,32,22,16,17,82,1,1,18,0,14,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,101,22.397476340694006,31.861198738170348
PIEMONTE 1,BORGONE SUSA,1785,874,1280,643,12,12,15,5,214,146,38,24,181,4,1,33,2,15,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,210,31.484374999999996,16.40625
PIEMONTE 1,BRICHERASIO,3727,1838,2847,1443,32,24,15,12,654,382,79,84,357,7,10,135,22,45,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,458,39.585528626624516,16.08710923779417
PIEMONTE 1,BRUZOLO,1256,610,948,485,7,12,0,4,188,93,23,18,129,5,1,28,14,10,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,153,32.48945147679325,16.139240506329113
PIEMONTE 1,BURIASCO,1087,535,859,435,12,6,7,2,201,104,36,26,149,1,3,25,2,8,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,179,39.93015133876601,20.838183934807915
PIEMONTE 1,BUSSOLENO,4826,2319,3540,1755,34,20,9,18,548,318,95,85,477,14,7,81,7,146,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979,583,27.655367231638415,16.46892655367232
PIEMONTE 1,BUTTIGLIERA ALTA,5176,2516,4158,2074,27,37,32,18,672,485,133,165,811,25,19,125,11,46,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,1020,31.457431457431458,24.53102453102453
PIEMONTE 1,CAMPIGLIONE FENILE,1106,556,858,440,14,2,4,6,225,129,41,24,125,1,2,23,12,5,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,152,46.73659673659674,17.715617715617714
PIEMONTE 1,CANTALUPA,2127,1037,1662,818,14,15,11,4,290,207,68,73,316,4,8,69,11,18,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,401,34.23586040914561,24.127557160048134
PIEMONTE 1,CAPRIE,1701,854,1363,696,16,11,14,4,217,111,33,47,230,10,2,45,2,23,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,289,26.77916360968452,21.20322817314747
PIEMONTE 1,CASELETTE,2387,1191,1963,983,10,11,21,9,341,245,54,45,325,5,2,87,9,17,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,377,33.06164034640856,19.205298013245034
PIEMONTE 1,CAVOUR,4331,2145,3323,1685,52,24,11,22,976,595,104,93,471,4,21,65,9,26,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,589,51.06831176647607,17.724947336743906
PIEMONTE 1,CESANA TORINESE,763,427,681,431,5,22,2,0,181,104,54,24,83,0,3,18,7,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,110,49.77973568281938,16.152716593245227
PIEMONTE 1,CHIANOCCO,1337,642,1065,516,6,14,2,4,214,95,23,22,114,3,7,36,5,43,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,146,31.549295774647888,13.708920187793428
PIEMONTE 1,CHIOMONTE,762,380,578,304,4,7,0,1,140,73,28,12,71,3,2,19,0,11,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,88,41.86851211072664,15.22491349480969
PIEMONTE 1,CHIUSA DI SAN MICHELE,1246,630,971,503,13,10,4,6,172,89,30,17,108,1,8,43,5,22,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,134,30.587023686920702,13.80020597322348
PIEMONTE 1,CLAVIERE,144,78,117,65,1,0,0,0,32,32,4,13,9,1,0,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,23,58.119658119658126,19.65811965811966
PIEMONTE 1,COAZZE,2545,1297,1866,963,20,24,7,4,385,275,58,52,254,13,1,51,5,34,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,320,38.69239013933547,17.14898177920686
PIEMONTE 1,CONDOVE,3730,1831,2856,1403,28,27,16,43,414,299,83,84,423,18,19,91,7,61,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,544,29.376750700280112,19.047619047619047
PIEMONTE 1,CUMIANA,6310,3112,4849,2448,44,30,13,26,917,564,183,209,910,26,17,162,20,40,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1690,1162,34.852546916890084,23.96370385646525
PIEMONTE 1,EXILLES,219,108,149,73,1,1,0,1,20,14,2,3,14,0,0,4,2,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,24.832214765100673,11.409395973154362
PIEMONTE 1,FENESTRELLE,455,234,383,214,2,7,3,2,78,53,24,13,47,2,2,21,1,11,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,64,40.992167101827675,16.710182767624023
PIEMONTE 1,FROSSASCO,2320,1135,1804,895,26,14,17,6,379,267,75,67,305,5,3,47,8,12,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,380,40.29933481152994,21.06430155210643
PIEMONTE 1,GARZIGLIANA,450,227,362,188,2,1,5,1,108,54,13,12,44,0,1,14,1,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,57,48.61878453038674,15.745856353591158
PIEMONTE 1,GIAGLIONE,530,255,439,215,4,0,6,0,69,26,15,12,77,1,1,7,0,14,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,91,25.05694760820046,20.72892938496583
PIEMONTE 1,GIAVENO,12854,6181,9713,4768,79,86,63,42,1766,1826,283,325,1464,22,34,276,31,111,2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917,1845,40.327396273036136,18.995161124266446
PIEMONTE 1,GIVOLETTO,3128,1570,2550,1303,14,22,20,4,499,310,110,78,412,8,6,97,9,33,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,504,36.19607843137255,19.76470588235294
PIEMONTE 1,GRAVERE,574,295,429,232,1,6,0,3,96,70,28,12,42,0,0,9,2,5,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,54,45.92074592074592,12.587412587412588
PIEMONTE 1,INVERSO PINASCA,593,300,445,223,2,4,1,2,102,42,10,8,65,0,1,18,2,14,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,74,35.056179775280896,16.629213483146067
PIEMONTE 1,LA CASSA,1429,711,1084,559,2,9,7,3,219,104,41,34,233,5,3,41,1,17,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,275,33.85608856088561,25.3690036900369
PIEMONTE 1,LUSERNA SAN GIOVANNI,5678,2702,4092,2003,40,42,24,16,709,446,103,183,831,21,93,190,27,87,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,1128,31.133919843597262,27.56598240469208
PIEMONTE 1,LUSERNETTA,415,204,338,164,6,1,6,0,59,62,10,10,64,3,4,17,3,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,81,38.75739644970414,23.964497041420117
PIEMONTE 1,MACELLO,959,483,769,399,13,7,10,4,198,114,40,12,122,3,4,16,1,7,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,141,46.29388816644994,18.33550065019506
