comune,employment_rate,Regione
Bormida  ,69.32,LIGURIA
Cairo Montenotte  ,67.29,LIGURIA
Calice Ligure  ,68.80,LIGURIA
Calizzano  ,70.48,LIGURIA
Carcare  ,69.75,LIGURIA
Casanova Lerrone  ,65.04,LIGURIA
Castelbianco  ,66.72,LIGURIA
Castelvecchio di Rocca Barbena  ,52.03,LIGURIA
Celle Ligure  ,65.87,LIGURIA
Cengio  ,65.67,LIGURIA
Ceriale  ,65.30,LIGURIA
Cisano sul Neva  ,67.57,LIGURIA
Cosseria  ,65.31,LIGURIA
Dego  ,66.81,LIGURIA
Erli  ,48.01,LIGURIA
Finale Ligure  ,66.82,LIGURIA
Garlenda  ,71.60,LIGURIA
Giustenice  ,71.20,LIGURIA
Giusvalla  ,70.91,LIGURIA
Laigueglia  ,65.35,LIGURIA
Loano  ,66.89,LIGURIA
Magliolo  ,72.25,LIGURIA
Mallare  ,65.09,LIGURIA
Massimino  ,62.80,LIGURIA
Millesimo  ,70.84,LIGURIA
Mioglia  ,63.42,LIGURIA
Murialdo  ,70.64,LIGURIA
Nasino  ,62.89,LIGURIA
Noli  ,66.55,LIGURIA
Onzo  ,70.49,LIGURIA
Orco Feglino  ,69.98,LIGURIA
Ortovero  ,71.04,LIGURIA
Osiglia  ,61.91,LIGURIA
Pallare  ,66.53,LIGURIA
Piana Crixia  ,63.07,LIGURIA
Pietra Ligure  ,66.80,LIGURIA
Plodio  ,74.65,LIGURIA
Pontinvrea  ,64.68,LIGURIA
Quiliano  ,69.55,LIGURIA
Rialto  ,68.43,LIGURIA
Roccavignale  ,65.97,LIGURIA
Sassello  ,73.36,LIGURIA
Savona  ,68.15,LIGURIA
Spotorno  ,67.20,LIGURIA
Stella  ,67.82,LIGURIA
Stellanello  ,61.87,LIGURIA
Testico  ,61.43,LIGURIA
Toirano  ,69.65,LIGURIA
Tovo San Giacomo  ,73.81,LIGURIA
Urbe  ,66.94,LIGURIA
Vado Ligure  ,68.49,LIGURIA
Varazze  ,66.93,LIGURIA
Vendone  ,65.88,LIGURIA
Vezzi Portio  ,71.18,LIGURIA
Villanova d'Albenga  ,70.51,LIGURIA
Zuccarello  ,63.94,LIGURIA
Arenzano  ,71.45,LIGURIA
Avegno  ,71.88,LIGURIA
Bargagli  ,67.44,LIGURIA
Bogliasco  ,68.75,LIGURIA
Borzonasca  ,62.55,LIGURIA
Busalla  ,67.58,LIGURIA
Camogli  ,70.02,LIGURIA
Campo Ligure  ,69.96,LIGURIA
Campomorone  ,70.72,LIGURIA
Carasco  ,67.27,LIGURIA
Casarza Ligure  ,70.01,LIGURIA
Casella  ,69.76,LIGURIA
Castiglione Chiavarese  ,63.28,LIGURIA
Ceranesi  ,71.28,LIGURIA
Chiavari  ,68.62,LIGURIA
Cicagna  ,67.51,LIGURIA
Cogoleto  ,70.79,LIGURIA
Cogorno  ,70.22,LIGURIA
Coreglia Ligure  ,67.09,LIGURIA
Crocefieschi  ,67.23,LIGURIA
Davagna  ,68.94,LIGURIA
Fascia  ,70.83,LIGURIA
Favale di Malvaro  ,57.63,LIGURIA
Fontanigorda  ,73.06,LIGURIA
Genova  ,69.39,LIGURIA
Gorreto  ,63.89,LIGURIA
Isola del Cantone  ,63.73,LIGURIA
Lavagna  ,67.57,LIGURIA
Leivi  ,70.01,LIGURIA
Lorsica  ,65.24,LIGURIA
Lumarzo  ,65.80,LIGURIA
Masone  ,70.01,LIGURIA
Mele  ,74.40,LIGURIA
Mezzanego  ,65.40,LIGURIA
Mignanego  ,71.27,LIGURIA
Moconesi  ,65.27,LIGURIA
Moneglia  ,65.32,LIGURIA
Montebruno  ,65.21,LIGURIA
Montoggio  ,68.02,LIGURIA
Ne  ,67.81,LIGURIA
Neirone  ,63.26,LIGURIA
Orero  ,67.84,LIGURIA
Pieve Ligure  ,68.61,LIGURIA
Portofino  ,66.25,LIGURIA
Propata  ,71.43,LIGURIA
Rapallo  ,66.18,LIGURIA
Recco  ,70.49,LIGURIA
Rezzoaglio  ,66.84,LIGURIA
Ronco Scrivia  ,69.22,LIGURIA
Rondanina  ,78.12,LIGURIA
Rossiglione  ,69.22,LIGURIA
Rovegno  ,68.14,LIGURIA
San Colombano Certenoli  ,68.63,LIGURIA
Santa Margherita Ligure  ,66.12,LIGURIA
Santo Stefano d'Aveto  ,71.51,LIGURIA
Sant'Olcese  ,73.53,LIGURIA
Savignone  ,70.64,LIGURIA
Serra Riccò  ,72.15,LIGURIA
Sestri Levante  ,68.16,LIGURIA
Sori  ,70.26,LIGURIA
Tiglieto  ,69.77,LIGURIA
Torriglia  ,70.57,LIGURIA
Tribogna  ,69.99,LIGURIA
Uscio  ,69.06,LIGURIA
Valbrevenna  ,69.26,LIGURIA
Vobbia  ,70.83,LIGURIA
Zoagli  ,66,LIGURIA
Ameglia  ,65.90,LIGURIA
Arcola  ,67.02,LIGURIA
Beverino  ,69.50,LIGURIA
Bolano  ,67.30,LIGURIA
Bonassola  ,64.54,LIGURIA
Borghetto di Vara  ,70.47,LIGURIA
Brugnato  ,74.09,LIGURIA
Calice al Cornoviglio  ,66.89,LIGURIA
Carro  ,70.87,LIGURIA
Carrodano  ,63.64,LIGURIA
Castelnuovo Magra  ,66.47,LIGURIA
Deiva Marina  ,62.64,LIGURIA
Follo  ,68.22,LIGURIA
Framura  ,63.63,LIGURIA
La Spezia  ,68.64,LIGURIA
Lerici  ,67.55,LIGURIA
Levanto  ,70.15,LIGURIA
Maissana  ,67.11,LIGURIA
Monterosso al Mare  ,73.77,LIGURIA
Luni  ,65.16,LIGURIA
Pignone  ,70.33,LIGURIA
Portovenere  ,68.21,LIGURIA
Riccò del Golfo di Spezia  ,70.81,LIGURIA
